parts_id,parts_name
i1-2166,"VE215 Vacuum pump 43L/min, 1/4hp"
i1-2167,"1"" x 15 ft long hose c/w cplgs"
i1-2168,"M15468A001 PCA,E500 Prop valve sim"
i1-2169,"M05161A001 Cable,E500 simulator,nzl switch"
i1-2170,"M05162A001 Cable E500 simulator ,prop valve intfc"
i1-2171,"M05163A001 cable,E500 simulator,pulser"
i1-2172,"M05164A001 Cable,E500 simulator,vlv sense adaptor"
i1-2173,"M05165A001 cable E500 simulator,vlv/pump handle single"
i1-2174,"M05166A001 cable E500 simulator,vlv sense"
i1-2175,PETRONAS hazard sticker-95
i1-2176,Petronas hazard sticker-97
i1-2177,Petronas hazard sticker-Diesel
i1-2178,Adam TF3S1 Tech flow 3D c/w o rings & screws.
i1-2179,89FRP 1KP11220P-MYPN-8TVB-0000 tyre inflator-Petron
i1-2180,500 amp jumper cable c/w clips.
i1-2181,"3/4"" x 15ft hiose c/w cplgs"
i1-2182,"Square plate,acrylic transparent 15mm thk x 19""W x 42""L"
i1-2183,"Round plate,acrylic transparent 15mm thk x 34"" diameter."
i1-2184,"Presat.cleaning cards in satchets,85mm x 54mm x 0.90mm thk"
i1-2185,Recycled screw cap drum-grade B
i1-2186,EN500S-Petron-6H-95+97 (205 x 333mm)
i1-2187,EN500S-Petron-4x4-95 (205x333mm)
i1-2188,"LWD model EX10112, 12"" extractor fan,50hz,220-240v,130w,1400rpm"
i1-2189,W0-13-025 Flywheel
i1-2190,W03-13-018 Stud bolt/key pin
i1-2191,W03-13-028 Bolt M8*35/screw (reverse thread)
i1-2192,"FL90/D400 36"" cover & frame"
i1-2193,"FL90/SK300 12"" deep FRP skirt to filt FL90"
i1-2194,Olympus model 27MG digital ultrasonic thickness gage complete.
i1-2195,PCWI model P40 pulse 40kv industrial kit complete.
i1-2196,Elcometer model A456 CNBS digital coating thickness gauge complete.
i1-2197,"M12803A002 EN500S PCA,SP-111 door node 5,6 digit CR"
i1-2198,"788703-700 Meter register+327 pulser, (dekalitres)"
i1-2199,89XDA-1224 -1KP-112-22P-MYPE-3TVB-0000 Clipsal digital tyre inflator (Petronas)
i1-2200,36w fluorescent tube 36W/54 # PFT-FLUO-36/54
i1-2201,FL7A lifting handle
i1-2202,"SO-1120-MD-DS-GREY  300mm dia sump,grey cvr & comp frame complete"
i1-2203,"1"" x 15 meters Goodyear hose c/w couplings"
i1-2204,CN23229-G7 Mechanical totaliser
i1-2205,330404-020 module T350 CDIM Gilbarco
i1-2206,Killark fittings-ENY5
i1-2207,Fiber PF-16
i1-2208,Fibrelite FC-254-KH-GREY center dip cover (FC10)
i1-2209,Left nozzle boot overlay-bio diesel-Chevron-115mm x 425mm
i1-2210,Grade brand panel bio diesel/95-Chevron-426mm x 205mm
i1-2211,"847060-024 TLS-350PLUS monitoring console w/prtr 230v,50/60hz"
i1-2212,330734-001 PCB power supply (Shell)
i1-2213,"4"" dia x 24"" long riser pipe, both sides NPT thread"
i1-2214,Inter pump TX10-130 HP water jet c/w 15m HP hose
i1-2215,"FL120-SK300 12"" deep FRP skirt to fit FL120"
i1-2216,"FL120-C250 12"" cover and frame C250"
i1-2217,SO-1120-IM tank Interstitail monitor sump 300mm X 300mm with cover & frame.
i1-2218,PSBD-125 Pipe seal kit for 125mm pipe
i1-2219,P150U3-3-RJ2 Submersible turbine pump 1ph 50hz
i1-2220,116-057-5 FX2V leak detector-Gasoline
i1-2221,116-059-5 FX2DV leak detector-Diesel
i1-2222,8800521 IQ Box
i1-2223,"Corporate shirt, Visco with Embroidery"
i1-2224,DS190 Analogue window (SC58163)
i1-2225,"EPOXY-101-KIT condensation bottle,bottle cage,drain & fixing kit"
i1-2226,FGK-S16 Fibreglass kit to connect S16CR tank sump to tank collar
i1-2227,bosch hammer drill
i1-2228,"M13714A001 (T18699-G1) PCA ,Blender PPU"
i1-2229,"3"" detectable marking tape x 300m roll"
i1-2230,"ISR6.0X2.5FC custom,filled reducer fitting,for FL cuff,with 63mm OD pipe"
i1-2231,"IAC FFOAM50 fastfoam instant expanding water blocker/dam stop,50ml"
i1-2232,"S-S-LID-ROUND-WT-100 locking watertight GRP platform to fit FL100 corbel riser,c/w 6T handles & gskt"
i1-2233,"S-S-LID-WT-RING-100 Fibrelite 37"" corbel connection ring for wtr/tight platforms c/w 2 tubes sealant"
i1-2234,"#97A Evertite 3"" x 3"" brass adaptor"
i1-2235,"Evertite #97M 3"" brass dust cap"
i1-2236,STT6100 test tube
i1-2237,"STPM14 pressure test adaptor,female"
i1-2238,Lubricant Pressol 100 (compressor oil)
i1-2239,A5410-1O Raider cleaning chemical
i1-2240,"97330245 Oil sight glass, alum"
i1-2241,97330245A Oil sight glass -plastic
i1-2242,INA K 42X50X20 oil seal-Stenhoj
i1-2243,INA IR 35X42X20 oil seal-Stenhoj
i1-2244,SKF6308-2RS1 bearing-Stenhoj
i1-2245,SKF-6309-2Z(2RS1) bearing-Stenhoj
i1-2246,OPT housing without stand
i1-2247,GBC-M12702A001 PCA pump control node
i1-2248,"GBC-N23196 shaft seal 1"""
i1-2249,GBC-Q11008-04 Relay 24-280 VAC50A
i1-2250,GBC-T17701-G1 LCD main display
i1-2251,GBC-M02044A003 Valve converter E500
i1-2252,GBC-M02274A001 power supply assy
i1-2253,GBC-M04326A002 PCA door node 3
i1-2254,GBC-M01598A001 pump controller ENC
i1-2255,GBC-M02227K002 Proportionate valve
i1-2256,GBC-M02335A001 E300 Prop valve driver
i1-2257,GBC-M07555A004 power supply assy
i1-2258,"GBC-M01210A005 Assy,door left,no CIM Gray 2733"
i1-2259,"5/8"" Contitech/Futura Flexsteel hose-BLACK 1 braid-20021872"
i1-2260,"3/4"" Contitech/Futura Flexsteel hose-BLACK 1 braid-20021879"
i1-2261,"1"" Contitech/Futura Flexsteel hose-BLACK 1 braid-20021888"
i1-2262,"PCX063XA Stiko pressure gauge ,2.5"" direct mount,-100/0 mbar,1/4""NPT connection."
i1-2263,"KPTN50-6S , 2"" x 24"" Flexible connector,bsp thread,EN certified."
i1-2264,"Grade brand panel ADO/97 ,left-right (price per litre) 205mm x 425mm-CHEVRON"
i1-2265,"Grade brand panel,middle (price per litre) 205mmx 425mm-CHEVRON"
i1-2266,"ISR6.0 x 3.0FC custom,filled reducer fitting,for FL cuff,with 75mm OD pipe"
i1-2267,"#MVS-AV300 ,12"" Portable pneumatic air ventilator fan c/w 5 m hose"
i1-2268,"Additional portable ventilator flexible duct dia 12"" x 10m length"
i1-2269,KI non spark shovel
i1-2270,CFS1 Explosion proof portable light
i1-2271,Con-rod W03-13-014-HP
i1-2272,Grade Brand Panel 97/95Left-Right (PPL)-205x425mm (Caltex)
i1-2273,S16CR-3100/CD/WT + KH 1.5m dia 12 sided round GRP sump with water tight lid complete set.
i1-2274,"Assy,door center,no CIM gray 2733"
i1-2275,GBC-Q12591-01 LCD Display
i1-2276,GBC-R19667-G1 Ribbon cable assy 34 con
i1-2277,"GBC-M02971A001 cable,controller valve"
i1-2278,"GBC-R17995-G7 cable assy,Reg/logic"
i1-2279,"GBC-M00715A004 Cable,customer keypad (E500S)"
i1-2280,"GBC-M05839B002 combined,pulset"
i1-2281,GBC R19093 Advantage Solenoid Valves
i1-2282,"GBC-K35359 KIT, GASKET & O RING PA024 METER"
i1-2283,848460-001-PLLD without swift check valve (SHELL)
i1-2284,BOSCH GDR 1080-LI Cordless Drill
i1-2285,IC MM74HC154N
i1-2286,"848940-005 software,inform 1-5 sites"
i1-2287,89FEP-1KP11220PMYBO8TVB0000 tyre Inflator-BHP
i1-2288,"IRF 2.5 ANGC custom angled split encapsulation repair fittg,w/fill tubes fr stud fittgs 2.5 OD pipes"
i1-2289,IRF 2.0 ANGC custom angled split encapsulation repair fittg w/filltubes for stud fttgs 2.0OD pipes
i1-2290,"IRF M1.0LP split encapsulation fitting,with fill tubes,power cable"
i1-2291,"IRF XL5.0C custom split encapsulation repair fitting,with fill tubes,5"" OD pipes"
i1-2292,"I,power cableRF M4.6x1.0LP split encapsulation fitting,with fill tubes"
i1-2293,"IRF M4.6x1.0 split encapsulation fitting ,with tek screw & fill tubes 1"" opening"
i1-2294,"IRF M4.6x1.26 split encapsulation fitting,with fill tubes,for small conduit with 1.26"" OD pipes"
i1-2295,"ISR 3.5x1.4F split repair fitting,with fill tubes,for small BL housing with 1.4"" OD pipes"
i1-2296,"ISR 3.5x1.6F split repair fitting,with fill tubes,for small BL housing with 1.6"" OD pipes"
i1-2297,"ISR 5.5x2.0F split repair fitting,with fill tubes,for medium BL housing with 2.0"" OD pipes"
i1-2298,"ISR 5.5x2.5F split repair fitting,with fill tubes,for medium BL housing with 2.5"" OD pipes"
i1-2299,IRI 1.6x1.26 split insert for 32mm pipes
i1-2300,"IEF LB easyfit watertight replacement sump lid,large frame for sump OD28.5"" to 32.5"""
i1-2301,"Steel cover,square, 1146 x 737 x 140 H"
i1-2302,Everlas multi purpose ladder 16 step.
i1-2303,"IRF L3.5LP split encapsulation fitting for conduit with small cuff exposed,with fill tubes"
i1-2304,"IRF XL5.0C custom split encapsulation repair fitting with fill tubes,5"" OD pipes"
i1-2305,"IRI 3.5x1.4 split insert for 1.4"" OD pipes"
i1-2306,"IRI 2.4X2.0 split insert for 2.0"" OD pipes"
i1-2307,IAC MGUN50 manual dispensing gun for 50ml fastfoam/bond
i1-2308,BOSCH GEX125-1AE 250w eccentric sander
i1-2309,S-PRIMAX97-4X4 E500S-205X333mm
i1-2310,SC-PLAIN -plain aluminium sealable replacement cover only
i1-2311,1-21AC aluminium cover & seal replacement kit
i1-2312,"62TT-7085 4"" Duratuff side seal cap,tight fill,toggle type"
i1-2313,#34602 cable UNITR LIYCY 2 x 0.5mm2
i1-2314,S8SB 1.2m diameter round solid base FRP sump
i1-2315,S8-390/CORBEL sump cobel riser for S8CR
i1-2316,S/LID/ROUND internal lid for FRP sump
i1-2317,EL/G/E500 dispenser sump c/w metal fittings for Encore
i1-2318,EL/SVR Stabilser bar
i1-2319,"Ibond 50 FS superior multi use bonder,50ml"
i1-2320,"IRI 1.4x 1.0 split reducing repair insert 1.4"" x 1.0"""
i1-2321,"ISR 5.5 x 4.8 split reducer repair fitting 5.5"" x 4.8"""
i1-2322,"IRI 4.5x2.5OS split reducing repair insert 4.5"" x 2.5"" off-set design"
i1-2323,IAC PGUN20 pneumatic dispensing gun for 20 oz cartridge
i1-2324,IAC MGUN200 manual dispensing gun for Petroseal 200ml & 250ml Polyfuse
i1-2325,DISCONTINUED
i1-2326,"GBC-M01617A001 cable,PPU"
i1-2327,GBC-M02652A012 single PPU & switch display module (M02652A003)
i1-2328,"1/4"" x 100 meters OEL air hose without couplings-300PSI."
i1-2329,"1/4"" x 25ft PCL air hose without fittings"
i1-2330,M12893A001 PPU display E500
i1-2331,PEC/50 50mm dia conduit seal kit with viton gasket
i1-2332,EL/W/MECH Wayne dispenser sump
i1-2333,"T17418-G2 Kit,AC Backlight"
i1-2334,S8SB/390/D400 1.2mm GRP solid base chamber complete
i1-2335,"ROBIN EY20 Engine with 2"" PTG210 self priming water pump"
i1-2336,AEROPRO#AP17101 Air drill
i1-2337,AEROPRO#AP7320 Air grinder
i1-2338,EL/G/ADV/36 Dispenser sump without corbel-Adv dual
i1-2339,CORBEL for Adv/36 dispenser sump
i1-2340,EL/W/VIS/35 dispenser sump without corbel-for Wayne 2H 387/388
i1-2341,VIS/35/CORBEL for Wayne sump 2H 387/388
i1-2342,EL/W/VIS/48 Dispenser sump without corbel for Wayne Vista V390
i1-2343,VIS/48/CORBEL for Wayne Vista V390 dispenser sump
i1-2344,EL/G/E500 Dispenser sump without corbel for Encore500
i1-2345,"Rectangular PE Dispenser sump,yellow L1100/960 x W650/400 x H815 (SDS4721)"
i1-2346,"Circular PE sump,yellow,dia 76/1040 x H875 (STS4130)"
i1-2347,244-006-5 pressure transducer
i1-2348,Makita HR2230 SDS plus 710W 0-1050rpm 2.6kg Drill
i1-2349,"5/8"" dia long pipe,shaped,flared with ring"
i1-2350,"5/8"" dia short pipe ,shaped,flared with ring"
i1-2351,"5/8"" dia short elbow,flared with ring"
i1-2352,Double  C-clamp
i1-2353,single C clamp-large
i1-2354,Flat stopper/washer
i1-2355,ACS-P565-AP321 2K Primer & HDR/1L
i1-2356,"PSB/50/PS Pipe sleeve for PSB/50, with 2 clips"
i1-2357,PSB/63/PS Pipoe sleeve for PSB/63 with 2 clips
i1-2358,PSB/75/PS Pipe sleeve for PSB/75 with 2 clips
i1-2359,K96659-01 piston cup kit(35pc/Pkt)
i1-2360,T17549-G1 Manager keypad
i1-2361,M00455A004 Electromechanical totaliser only
i1-2362,"M01621A001 PCA,for totaliser Encore300"
i1-2363,"FL90GREY/D400 900mm (36"") dia grey flat sealed cover (D400 load rating)"
i1-2364,Dispenser sump bracket for SDS4721
i1-2365,M12803A005/6 PCA node SP111 door node 6 digit
i1-2366,ELGI HP11 Dancomair bare block only
i1-2367,000330960 HP finger valve for ELGI HP11
i1-2368,000340530 HP valve plate for ELGI HP11
i1-2370,00042008A HP piston ring set for ELGI HP11
i1-2371,000340520 HP cylinder head for ELGI HP11
i1-2372,000917252 HP circlip for ELGI HP11
i1-2373,000330940 LP finger valve for ELGI HP11
i1-2374,000340540 LP valve plate for ELGI HP11
i1-2375,020340100 LP cylinder head for ELGI HP11
i1-2376,020482790 LP piston c/w gudgeon pin for ELGI HP11
i1-2377,00042008B LP piston ring set for ELGI HP11
i1-2378,000917252 LP circlip for ELGI HP11
i1-2379,000414670 Ring spacer for ELGI HP11
i1-2380,000903346 NDE bearing for ELGI HP11
i1-2381,000903280 DE bearing for ELGI HP11
i1-2382,000521960 Ring packing for ELGI HP11
i1-2383,A020031 Breather assy
i1-2384,A0060008 Air filter assy for ELGI HP11
i1-2385,020482830 Bush distance for ELGI HP11
i1-2386,000420340 Oil seal for ELGI HP11
i1-2387,320400440 Gasket cover (free end) for ELGI HP11
i1-2388,A0001108 Gasket set for ELGI HP11
i1-2389,A320111 Crankshaft & conn rod assy for HP11-160
i1-2390,"M01211A001 ASSY, DOOR OFFSET NO CIM,GRAY 1804"
i1-2391,"SEB25 Nupi 1"" Entry boot"
i1-2392,89FRP-1KP-112-20P-MYPN-8TVB-0B00 Clipsal tyre inflator with compressor & accessories.
i1-2393,S-PRIMAX97-SK700-323MM X 100MM C Frame sticker
i1-2394,"ISR6.0 x 3.0 ANGC custom angled split reducer boot,for 75mm OD pipe with Fibrelite fittings"
i1-2395,LOCTITE 567 PST pipe sealant 50ml
i1-2396,single C-clamp-small
i1-2397,"mild steel flat 1/4"" x 1 1/2"" x 12"""
i1-2398,6mm PU tubing
i1-2399,IAC Bond 50FS
i1-2400,M02087B010 Manifold angle casting
i1-2401,"M00455A004 Totalizer,electro-mech,13vdc"
i1-2402,"M01211A002 Door assy,offset no CIM,black 1681"
i1-2403,M02652A012 E300 single PPU & switch display module assy
i1-2404,Q12514-11 Reed prox magnetic switch
i1-2405,R19457S Insert strainer high cap (50 per kit)
i1-2406,#97330682 Sight glass for Ingersol 2340
i1-2407,97334270 Sight glass for Ingersol 2475
i1-2408,"34"" x 34"" square CP manhole cover"
i1-2409,"4"" x 3"" reducer socket, bspt"
i1-2410,"3"" GI nipple"
i1-2411,"4"" Camlock rubber gasket,buna-n"
i1-2412,9kg ABC dry powder fire extinguisher
i1-2413,Bomba licence & maintenance sticker
i1-2414,BW Gas Alert microclip XT model MC2-XWHM-Y-UK complete
i1-2415,K93773 Retaining clip
i1-2416,B05202 Gilbarco Advantage 6H3P dispenser only
i1-2417,R19457S-A insert strainer high cap.
i1-2418,91.0213 clip-on hose chuck
i1-2419,Net barrier 1 meter x 50 meters
i1-2420,"1.5"" dia x 6 mtrs long BS3505 PVC pipe, plain end class O."
i1-2421,"1"" dia x 6 mtrs long BS3505 PVC pipe,plain end, class E"
i1-2422,"1.5"" PVC equal elbow"
i1-2423,1.5in PVC equal tee
i1-2424,"1"" PVC equal elbow"
i1-2425,"2"" x 1"" PVC reducer socket"
i1-2426,"1"" PVC tee"
i1-2427,K93775 collar
i1-2428,#BC2813 Safetyware duroprene heavy duty bi-color neoprene blended over latex glove
i1-2429,"Hacksaw blade 12"",18T-Sandflex"
i1-2430,PVC glue 500gm
i1-2431,"M08443B002 Tube,upper disch,1"
i1-2432,"M08437A001 assy,meter disxh tube 23"
i1-2433,"M08439A001 Assy,meter disch tube 13"
i1-2434,"1 1/2"" x 1"" PVC reducer socket"
i1-2435,FL100/D400 cover
i1-2436,FL100/F 1020mm dia composite frame
i1-2437,"FL100/SK250, 250mm  deep FRP skirt to fit FL100 cover"
i1-2438,FL120-D400-GREY 300mm dia flat sealed cover (D400)
i1-2439,FL120-F 300mm dia composite frame
i1-2440,"FL120-SK300 12"" deep FRP skirt to fit FL120 cover"
i1-2441,"SG-1000N 1"" Sight glass NPT"
i1-2442,JTA300GB-E Endeavor single hose dispenser with VDI
i1-2443,PETRON logo GEN-VPI-RON95 69mm x 341mm WAYNE
i1-2444,PETRON logo GEN-VPI-RON97 69mm x 341mm WAYNE
i1-2445,PETRON logo GEN-VPI-DIESEL 69mm x 341mm WAYNE
i1-2446,PETRON side decal GEN-VPI-RON95 90mm x 425mm WAYNE
i1-2447,PETRON side decal GEN-VPI-RON97 90mmx 425mm WAYNE
i1-2448,PETRON side decal GEN-VPI-DIESEL 90mm x 425mm WAYNE
i1-2449,Jumbo bag
i1-2450,"Full scuff guard, metalic silver,PETRON"
i1-2451,"1"" x 300ft Contitech flexsteel Futura hose c/w male cplgs,NPT"
i1-2452,"1"" x 7ft Contitech Flexsteel Futura hose c/w male cplgs,NPT"
i1-2453,"1"" Convulated Flexible connector,PTFE lined c/w s/s couplings."
i1-2454,M7 Desktop simulator
i1-2455,Encore 500S NA3 8H4P MPD
i1-2456,EN13001GA001 Lower panel-Encore
i1-2457,PETRON Side decal BLANK GEN-VPI-RON95 90mm x 425mm WAYNE
i1-2458,PETRON Side decal BLANK GEN-VPI-RON97 90mm x 425mm WAYNE
i1-2459,PETRON Side decal BLANK GEN-VPI-DIESEL 90mm x 425mm WAYNE
i1-2460,M01414B001 Base rail hydraulic frame
i1-2461,Metallic silver full scuff guard for 11B with RON100 embossed(PETRON)
i1-2462,Metallic silver fill guard (PETRON)
i1-2463,IAC FFOAM600 Fastfoam instant water block 600ml
i1-2464,Red Jacket FX Tester
i1-2465,"EL-TAT-SXE-W2442-2 GRP solid base sump & corbel for Tatsuno Sunny XE2442,2444  c/w accessories"
i1-2466,"EL-TAT-SXE-N1111-1 GRP solid base sump & corbel for Tatsuno Sunny XE1111,1222 & 2111 c/w accessories"
i1-2467,"S27SB-390-SWT-D400 1.4m GRP chamber system with solid base & corbel,watertight lid ,cover c/w access"
i1-2468,M16 x 70 stainless steel bolt
i1-2469,M16 stainless steel nut
i1-2470,M16 stainless steel washer
i1-2471,ZVA2 4.1 DSA EK044 Blue EK652 auto nozzle c/w splash guard.
i1-2472,"SG 9X1 A1 Propeller sight glass with plastic glass 1"" NPT male x 1"" BSP female"
i1-2473,"PSB 16.0 x 1 with BS16 blue 1"" BSP male x 1"" BSP female pump safety break"
i1-2474,887118-003 PCB assy 3 prod (SC59196)
i1-2475,WM001908-R003 PCB assy IGEM Cloop/Dart 3 (SC59256)
i1-2476,001-887223 PCB assy 24v (SC59178)
i1-2477,001-887752 PCB assy IGEM PR (SC59190)
i1-2478,004-921469-KIT 3 Vista pulser kit (SC59262)
i1-2479,005-300825 ISB assy IGEM (SC59183)
i1-2480,883540-002 Totaliser (SC59156)
i1-2481,883540-001 Electrical mechanical totaliser assy (SC59120)
i1-2482,FE Petro single phase smart controller w/4 in STP
i1-2483,R19320-01 Pulser retainer
i1-2484,N23142-01 PPU lens gasket
i1-2485,W02977-G1 Discharge tube assy (AZ6HS)
i1-2486,W02976-G1 Discharge tube (B2 6HS)
i1-2487,W02964-12 Std hose outlet casting
i1-2488,Classik-AF safety glasses (clear lens) #SG-100C-AF
i1-2489,"ELVEX OVR-spec safety glasses,hard coated Polycarbonate lense (clear) #SG-37C"
i1-2490,Adaptor pipe UNF thread 32mm long x 25mm OD x 20.5mm ID
i1-2491,IRF3710 Mosfect
i1-2492,TOP 2475N (247YN) IC
i1-2493,TOP 261YN IC
i1-2494,MJE180 (JE180) Transistior
i1-2495,Z0409NF (Z0409NI) IC
i1-2496,MOC3061 opto coupler
i1-2497,BSP 52 transistor
i1-2498,2W 2% 0.08 resistor
i1-2499,FL90-D400-GREY 900mm dia flat sealed cover
i1-2500,FL90-F 900mm dia composite frame
i1-2501,"1/4"" x 30 mtrs long air hose without couplings"
i1-2502,767163-305 Pulser
i1-2503,M07037B002 Rotary valve
i1-2504,CR20464-G1 Cam & shaft assy
i1-2505,"CR18019-03 Connecting bar,long"
i1-2506,"CR18019-02 Connecting bar,short"
i1-2507,"M04920B003 GPU-90 pump,10 blade"
i1-2508,S-DUBO washer M16
i1-2509,"04-1120-52 Valve seat, buna"
i1-2510,"04-1080-52 Valve ball, buna"
i1-2511,SNG-0038 Spin nut coupling flat gasket-38mm-Pkt 6
i1-2512,"SNT-3838 Spin nut tee fitting-38mm (1.5"")NPT x 38mm coupling"
i1-2513,"King Toyo Bench Vise 5"", heavy duty"
i1-2514,Bosch Cordless angle grinder GWS10.8-76VEC
i1-2515,Starter kit (10.8v x 2.0H) 2 pcx + charger 1pc (for GWS10.8-76V-EC)
i1-2516,"Elaflex propeller sight glass 3/4"""
i1-2517,"Elaflex pump safety break 3/4"""
i1-2518,ZVA2 4.1 R DSA EK044 green EK652 green auto nozzle
i1-2519,ZVA2 4.1 R DSA EK044 Yellow EK652 yellow auto nozzle
i1-2520,ZVA2 4.1 R DSA EK044 black EK652 black auto nozzle
i1-2521,ZVA2 4.1 R DSA EK044 blue EK652 blue auto nozzle
i1-2522,"Elaflex slimline 16 black x 3.05m both side V16 1"" cr both sides KS16 black, 1 side CS16 green"
i1-2523,"Elaflex slimline 16 black x 3.05m both side V16-1"" cr both sides KS16 black 1 side CS16 yellow"
i1-2524,"Elaflex slimline 16 black x 3.05m both side V16-1"" cr both sides KS16 black 1 side CS16 black"
i1-2525,"Elaflex slimline 16 blue x 3.05m both side V16-1"" cr both side KS16 blue 1 side CS16 blue"
i1-2526,EO105 O-ring 23.3 x 2.4mm
i1-2527,EO 447 O-Ring 6.07 x 1.78mm
i1-2528,ED 237 U seal 16 x 5 x 5 PU
i1-2529,EU 226 Washer 16mm dia.
i1-2530,ED 079 Lip seal id 24.7mm
i1-2531,EF 080 Spiral spring id 27 x 1.7mm thk.
i1-2532,EU 081 Washer 31.7 x 26.6 x 1mm
i1-2533,VOID
i1-2534,"EB 031.1 Bolt for hold-open latch,notch dia 3 x 14"
i1-2535,"EF 032 Latch spring,3 turns"
i1-2536,EF-033 Hold-open latch
i1-2537,VD 033/24 PU flat seal id 24mm
i1-2538,"EV 066.1 Poppet assy, 14.5mm dia, shaft 5.0mm dia"
i1-2539,EF 060.1 Main spring 11.3 x 66 x 1.5mm
i1-2540,EF 064.1 Return spring 7.5 x 49 x 0.9mm
i1-2541,EA 058.1 Pull rod assy
i1-2542,EF 065.1 Check valve spring 6.0 x 32 x 0.5mm
i1-2543,EA 052.1 DSA assy
i1-2544,EO 177 O-ring 31 x 2.5mm
i1-2545,"EG 069.1 Valve seat,with shaft guide 0.5mm dia"
i1-2546,EO 271 O-ring 35 x 2.5mm
i1-2547,EO 046 O-ring 11 x 1.5mm
i1-2548,"EV 067 Poppet assy, acetal resin"
i1-2549,ZVA tool kit
i1-2550,ZVA SSB25.1 with BS21 black Safety swivel break
i1-2551,E00324MN BlackScuffguard for 7HB
i1-2552,"Unica 8803 side-vent stackable container,blue, L51xW32xH20.5cm"
i1-2553,"Unica 8882 side-vent stackable container, blue, L34.6 x W20.9 x H20cm"
i1-2554,"Cosmic 111 Fuel dispenser-suction 45LPM,"
i1-2555,M05827B005 totalizer bracket
i1-2556,"M02278A001 Base,Electronic module,assy"
i1-2557,"M12893K001 Kit,single PPU display,replmnt w/gasket SP-111"
i1-2558,"M00489A007 Cable,LON BUS generic color"
i1-2559,"Elaflex slimline 16 black x 3.35m both side V16 1"" cr both sides KS16 black,1 side CS16 green"
i1-2560,"Elaflex slimline 16 black x 3.35m both side V16-1"" cr both sides KS16 black 1 side CS16 yellow"
i1-2561,"Elaflex slimline 16 black x 3.35m both side V16-1"" cr both sides KS16 black 1 side CS16 black"
i1-2562,"Elaflex slimline 16 blue x 3.35m both side V16-1"" cr both sides KS16 blue 1 side CS16 blue"
i1-2563,"Elaflex slimline SL25 x 4.0m black both side ends V25-1"" chromed ends"
i1-2564,"SGPSB 16.8 x 1 propeller BS16 colored 3/4"" x 1"" female sightglass w/integrated pump safety break"
i1-2565,ISOPAR L x 156kg/drum
i1-2566,EK652 Green Splash guard for ZVA2
i1-2567,EK652 Yellow Splash guard for ZVA2
i1-2568,EK652 Blue splash guard for ZVA2
i1-2569,EK652 Black splash guard for ZVA2
i1-2570,EK044 Green scuffguard for ZVA2
i1-2571,EK044 Yellow scuff guard for ZVA2
i1-2572,EK044 Blue scuff guard for ZVA2
i1-2573,EK044 Black scuff guard for ZVA2
i1-2574,"Numbering decal 1 - 16 for ENC500S (Rubine,red & white) set of 100 each"
i1-2575,"Scuff guard ,pantone blue for 11B with ""ADO E5"" in red"
i1-2576,Splash guard-pantone blue (PETRON)
i1-2577,"PCS-0300 3"" swivel pipe coupling seal"
i1-2578,S-PRIMAX95-80X215MM
i1-2579,S-PRIMAX97-80X215MM
i1-2580,S-DIESEL-80X215MM
i1-2581,S-E500S-PRIMAX97+PRIMAX95-205x333mm
i1-2582,E500S-DIESEL+DIESEL EURO5-205x333mm
i1-2583,S-DIESEL EURO5-80x215mm
i1-2584,1711T-7085-EVR Top seal vapor cap
i1-2585,"633T-8075 4"" fillpipe apt ALHC adaptor w/lugs"
i1-2586,"SC34107 -3"" buna N gasket for Evertitre cap"
i1-2587,788700-006 Meter register-dekaliters complete
i1-2588,"61AS-2444- 3"" OPW tight fill side seal adaptor"
i1-2589,"4"" 100PSI Wise/Unijin Pressure gauge,3/8"" BSPT bottom connection with calibration."
i1-2590,"4"" x 76cm/hg Wise/Unijin vacuum gauge,3/8"" bottom connection with calibration"
i1-2591,M05332B002 pump & idler mounting bracket-E500S.
i1-2592,Bosch T102H Jigsaw blade x 5pc/pack
i1-2593,FL180 Grey 450mm dia flat sealed cover
i1-2594,"FL120GREY/MW/FS 300mm flat sealed grey cvr with monitoring well,ID plate,compframe & 300mm GRP skirt"
i1-2595,Dremel Engraver 290 c/w 1 pc engraving TE
i1-2596,"L-3100SP/S4 Rhino ladies safety shoes, black low-cut lace up c/w steel toe cap & steel plate"
i1-2597,"L-3200SP/S4 Rhino ladies safety shoe ,black low-cut,slip-on c/w steel toe cap & steel plate"
i1-2598,91026302   220 liter vertical air receiver c/w standard accessories
i1-2599,"IAC-WETWELD 2 part water blocking putty 6"""
i1-2600,Black window-Caltex decal
i1-2601,Red Window-Caltex decal
i1-2602,Product decal 95 (Gilbarco type) Caltex
i1-2603,Product decal 97 (Gilbarco type) Caltex
i1-2604,"M04588A003 Assy E500 PPU display w/LED backlight,single"
i1-2605,Diesel cover for Tatsuno
i1-2606,EG281.4 Guard 4
i1-2607,EB235 Lever pin 4 x 8mm
i1-2608,OPT printer housing c/w bracket
i1-2609,"Product sticker DIESEL EURO 5 ,left, 205mm x 333mm x 0.5mm thk for E500S (Petronas)"
i1-2610,Product sticker DIESEL EURO 5 + DIESEL 205mm x 333mm x 0.5mm thk for E500S (Petronas)
i1-2611,PSB/50 entry boot without brackets/clamps.
i1-2612,PSB/63 Entry boot without brackets/clamps
i1-2613,PSB/75 Entry boot without brackets/clamps
i1-2614,"4"" Viton cap for monitoring well on remote sump"
